data_referencia,mes,municipio,estado,regiao_operacional,latitude,longitude,cultura,fase_cultura,area_ha,produtividade_esperada_sc_ha,produtividade_revisada_sc_ha,preco_referencia_rs_sc,percentual_vendido,producao_esperada_sc,producao_revisada_sc,volume_vendido_sc,nino34,oni,prob_el_nino,prob_neutro,prob_la_nina,chuva_7d_mm,chuva_15d_mm,chuva_30d_mm,anomalia_temp_c,temperatura_media_c,dias_sem_chuva,umidade_solo_pct,ndvi_atual,ndvi_anterior,variacao_ndvi_pct,irea_indice_risco_enso_agricola,risco_produtivo,risco_comercial_score,risco_comercial,risco_entrega_sc,valor_producao_revisada_rs,recomendacao
2026-12-01,12/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,florescimento,900,60,57.6,120,0.7,54000,51840.0,37800.0,1.65,1.55,0.96,0.03,0.01,38.6,74.7,153.0,0.97,26.61,6,32.0,0.719,0.733,-2.0,57.4,Alto,65.9,Alto,1512,6220800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2027-01-01,01/2027,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,enchimento de graos,900,60,58.0,120,0.7,54000,52200.0,37800.0,1.5,1.45,0.93,0.05,0.02,47.3,91.1,173.0,1.13,26.87,5,42.1,0.715,0.731,-2.2,53.2,Moderado,63.1,Moderado,1260,6264000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,maturacao/colheita,900,60,58.4,120,0.7,54000,52560.0,37800.0,1.3,1.25,0.88,0.09,0.03,30.0,67.8,136.7,2.74,27.99,6,29.8,0.741,0.749,-1.0,49.9,Moderado,60.8,Moderado,1008,6307200.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-06-01,06/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,enchimento de graos,610,115,108.1,60,0.3,70150,65941.0,21045.0,1.05,0.95,0.9,0.08,0.02,20.1,36.8,77.2,1.29,28.58,5,24.0,0.648,0.673,-3.8,60.0,Alto,48.3,Moderado,1263,3956460.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-07-01,07/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,maturacao/colheita,610,115,105.8,60,0.3,70150,64538.0,21045.0,1.15,1.05,0.92,0.06,0.02,10.5,20.8,41.3,1.76,28.34,18,10.8,0.582,0.594,-2.2,68.4,Alto,53.5,Moderado,1684,3872280.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,pos-colheita/comercializacao,610,115,107.2,60,0.3,70150,65392.0,21045.0,1.25,1.15,0.94,0.05,0.01,17.2,21.6,49.2,2.42,28.09,24,16.4,0.617,0.626,-1.6,63.1,Alto,50.2,Moderado,1427,3923520.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,planejamento,610,115,106.7,60,0.3,70150,65087.0,21045.0,1.35,1.25,0.95,0.04,0.01,4.7,8.8,26.8,1.09,27.11,19,11.0,0.583,0.607,-3.8,65.1,Alto,51.5,Moderado,1519,3905220.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,planejamento,610,115,111.1,60,0.3,70150,67771.0,21045.0,1.45,1.35,0.96,0.03,0.01,21.2,31.9,80.5,1.41,26.68,15,22.0,0.635,0.649,-2.1,49.1,Moderado,41.5,Baixo,714,4066260.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,planejamento,610,115,112.8,60,0.3,70150,68808.0,21045.0,1.55,1.45,0.96,0.03,0.01,33.6,67.0,128.0,1.97,28.07,4,31.4,0.642,0.639,0.5,42.8,Moderado,37.6,Baixo,403,4128480.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,planejamento de janela,610,115,112.4,60,0.3,70150,68564.0,21045.0,1.65,1.55,0.96,0.03,0.01,41.6,88.2,159.1,1.03,26.84,8,37.7,0.72,0.744,-3.3,44.6,Moderado,38.7,Baixo,476,4113840.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,pre-safrinha,610,115,112.1,60,0.3,70150,68381.0,21045.0,1.5,1.45,0.93,0.05,0.02,42.8,86.7,169.7,1.06,27.48,6,37.3,0.627,0.596,5.2,45.5,Moderado,39.3,Baixo,531,4102860.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Milho safrinha,plantio safrinha,610,115,109.2,60,0.3,70150,66612.0,21045.0,1.3,1.25,0.88,0.09,0.03,30.4,71.2,147.6,2.4,29.9,7,36.5,0.642,0.654,-1.9,56.0,Alto,45.8,Moderado,1061,3996720.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-06-01,06/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,entressafra/preparo,610,60,58.2,120,0.7,36600,35502.0,25620.0,1.05,0.95,0.9,0.08,0.02,14.4,26.8,54.3,1.58,27.18,9,17.0,0.697,0.725,-3.9,51.9,Moderado,62.1,Moderado,769,4260240.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-07-01,07/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,entressafra/preparo,610,60,56.6,120,0.7,36600,34526.0,25620.0,1.15,1.05,0.92,0.06,0.02,3.7,7.9,14.9,2.07,28.35,13,11.2,0.729,0.758,-3.8,66.7,Alto,72.2,Alto,1452,4143120.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,preparo e planejamento,610,60,56.0,120,0.7,36600,34160.0,25620.0,1.25,1.15,0.94,0.05,0.01,0.0,0.0,6.1,1.92,27.55,22,8.0,0.7,0.713,-1.9,72.2,Alto,75.9,Alto,1708,4099200.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,pre-plantio,610,60,56.1,120,0.7,36600,34221.0,25620.0,1.35,1.25,0.95,0.04,0.01,0.0,8.8,16.4,1.17,27.08,18,10.4,0.727,0.772,-5.9,70.9,Alto,75.0,Alto,1665,4106520.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,plantio/emergencia,610,60,56.5,120,0.7,36600,34465.0,25620.0,1.45,1.35,0.96,0.03,0.01,13.2,34.0,51.1,1.02,26.65,11,15.8,0.697,0.716,-2.7,67.5,Alto,72.7,Alto,1494,4135800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-11-01,11/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,desenvolvimento vegetativo,610,60,58.4,120,0.7,36600,35624.0,25620.0,1.55,1.45,0.96,0.03,0.01,29.3,55.8,103.0,2.44,27.55,1,30.4,0.684,0.693,-1.4,50.2,Moderado,61.0,Moderado,683,4274880.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,florescimento,610,60,57.5,120,0.7,36600,35075.0,25620.0,1.65,1.55,0.96,0.03,0.01,31.0,52.1,117.5,1.49,27.14,0,29.9,0.717,0.695,3.2,58.0,Alto,66.3,Alto,1068,4209000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2027-01-01,01/2027,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,enchimento de graos,610,60,57.6,120,0.7,36600,35136.0,25620.0,1.5,1.45,0.93,0.05,0.02,39.2,77.7,149.7,1.13,26.55,7,35.3,0.708,0.699,1.2,57.0,Alto,65.7,Alto,1025,4216320.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2027-02-01,02/2027,Cristalina,GO,Leste Goiano,-16.768,-47.613,Soja,maturacao/colheita,610,60,58.7,120,0.7,36600,35807.0,25620.0,1.3,1.25,0.88,0.09,0.03,29.2,57.5,119.0,2.73,27.91,4,33.7,0.717,0.715,0.2,47.4,Moderado,59.1,Moderado,555,4296840.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-06-01,06/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,enchimento de graos,520,115,104.3,60,0.3,59800,54236.0,17940.0,1.05,0.95,0.9,0.08,0.02,19.3,25.8,55.4,1.67,27.38,12,15.0,0.624,0.647,-3.5,73.7,Alto,56.8,Moderado,1669,3254160.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-07-01,07/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,maturacao/colheita,520,115,107.7,60,0.3,59800,56004.0,17940.0,1.15,1.05,0.92,0.06,0.02,8.8,25.9,34.7,1.61,27.89,12,19.2,0.632,0.638,-0.9,61.6,Alto,49.3,Moderado,1139,3360240.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,pos-colheita/comercializacao,520,115,105.1,60,0.3,59800,54652.0,17940.0,1.25,1.15,0.94,0.05,0.01,0.0,0.0,7.7,2.3,27.91,20,8.0,0.641,0.673,-4.9,71.0,Alto,55.1,Moderado,1544,3279120.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,planejamento,520,115,105.8,60,0.3,59800,55016.0,17940.0,1.35,1.25,0.95,0.04,0.01,1.0,7.1,21.0,1.78,27.59,20,12.2,0.63,0.656,-4.0,68.5,Alto,53.6,Moderado,1435,3300960.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,planejamento,520,115,110.9,60,0.3,59800,57668.0,17940.0,1.45,1.35,0.96,0.03,0.01,20.9,34.5,72.5,1.11,27.27,15,21.1,0.665,0.707,-5.9,49.8,Moderado,42.0,Baixo,640,3460080.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,planejamento,520,115,112.5,60,0.3,59800,58500.0,17940.0,1.55,1.45,0.96,0.03,0.01,21.8,47.7,99.7,1.71,28.94,4,26.3,0.656,0.678,-3.3,44.0,Moderado,38.4,Baixo,390,3510000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,planejamento de janela,520,115,112.5,60,0.3,59800,58500.0,17940.0,1.65,1.55,0.96,0.03,0.01,32.1,74.7,135.3,1.26,27.43,5,38.4,0.675,0.708,-4.7,44.0,Moderado,38.4,Baixo,390,3510000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,pre-safrinha,520,115,112.6,60,0.3,59800,58552.0,17940.0,1.5,1.45,0.93,0.05,0.02,39.0,85.9,154.0,0.78,27.02,3,36.4,0.678,0.724,-6.3,43.6,Moderado,38.1,Baixo,374,3513120.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Cristalina,GO,Leste Goiano,-16.768,-47.613,Milho safrinha,plantio safrinha,520,115,107.4,60,0.3,59800,55848.0,17940.0,1.3,1.25,0.88,0.09,0.03,35.9,65.6,123.2,2.36,29.92,9,23.8,0.646,0.671,-3.7,62.4,Alto,49.8,Moderado,1186,3350880.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-06-01,06/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,entressafra/preparo,1050,60,58.6,120,0.3,63000,61530.0,18900.0,1.05,0.95,0.9,0.08,0.02,14.0,33.3,57.6,1.19,27.06,6,17.6,0.736,0.792,-7.2,48.2,Moderado,40.7,Baixo,441,7383600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-07-01,07/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,entressafra/preparo,1050,60,56.8,120,0.3,63000,59640.0,18900.0,1.15,1.05,0.92,0.06,0.02,8.0,7.8,26.6,2.1,27.73,13,10.9,0.677,0.709,-4.4,64.9,Alto,50.8,Moderado,1008,7156800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,preparo e planejamento,1050,60,56.1,120,0.3,63000,58905.0,18900.0,1.25,1.15,0.94,0.05,0.01,0.0,4.7,4.9,1.89,28.32,22,9.8,0.678,0.698,-3.0,71.4,Alto,54.7,Moderado,1228,7068600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,pre-plantio,1050,60,56.6,120,0.3,63000,59430.0,18900.0,1.35,1.25,0.95,0.04,0.01,0.0,3.5,20.4,1.02,27.78,19,16.9,0.681,0.701,-2.8,66.1,Alto,51.6,Moderado,1071,7131600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,plantio/emergencia,1050,60,56.9,120,0.3,63000,59745.0,18900.0,1.45,1.35,0.96,0.03,0.01,22.9,44.8,66.9,1.4,28.01,13,21.2,0.685,0.68,0.8,63.6,Alto,50.0,Moderado,976,7169400.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-11-01,11/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,desenvolvimento vegetativo,1050,60,58.1,120,0.3,63000,61005.0,18900.0,1.55,1.45,0.96,0.03,0.01,24.4,52.7,103.0,2.37,28.94,7,30.4,0.687,0.697,-1.5,52.2,Moderado,43.2,Baixo,598,7320600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,florescimento,1050,60,57.2,120,0.3,63000,60060.0,18900.0,1.65,1.55,0.96,0.03,0.01,30.1,53.9,121.5,1.27,28.18,7,27.4,0.749,0.795,-5.7,60.9,Alto,48.4,Moderado,882,7207200.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2027-01-01,01/2027,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,enchimento de graos,1050,60,57.9,120,0.3,63000,60795.0,18900.0,1.5,1.45,0.93,0.05,0.02,35.4,78.6,153.2,1.01,27.66,8,40.9,0.7,0.687,1.9,54.5,Moderado,44.5,Baixo,662,7295400.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Formosa,GO,Leste Goiano,-15.537,-47.334,Soja,maturacao/colheita,1050,60,58.8,120,0.3,63000,61740.0,18900.0,1.3,1.25,0.88,0.09,0.03,32.0,55.8,124.3,2.26,27.98,4,32.3,0.711,0.696,2.0,46.1,Moderado,39.5,Baixo,378,7408800.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-06-01,06/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,enchimento de graos,900,115,102.7,60,0.5,103500,92430.0,51750.0,1.05,0.95,0.9,0.08,0.02,10.4,10.3,20.1,1.92,27.65,6,13.2,0.569,0.592,-3.8,79.7,Crítico,71.7,Alto,5535,5545800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-07-01,07/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,maturacao/colheita,900,115,106.0,60,0.5,103500,95400.0,51750.0,1.15,1.05,0.92,0.06,0.02,7.2,21.7,29.9,1.75,27.22,12,11.4,0.626,0.664,-5.7,67.7,Alto,63.6,Moderado,4050,5724000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,pos-colheita/comercializacao,900,115,105.1,60,0.5,103500,94590.0,51750.0,1.25,1.15,0.94,0.05,0.01,0.0,7.5,0.0,1.99,27.54,18,8.0,0.629,0.637,-1.3,71.0,Alto,65.9,Alto,4455,5675400.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,planejamento,900,115,105.5,60,0.5,103500,94950.0,51750.0,1.35,1.25,0.95,0.04,0.01,0.0,9.1,12.6,1.27,27.75,18,8.7,0.58,0.607,-4.4,69.3,Alto,64.7,Moderado,4275,5697000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,planejamento,900,115,110.4,60,0.5,103500,99360.0,51750.0,1.45,1.35,0.96,0.03,0.01,16.7,19.3,52.7,0.92,26.43,12,20.6,0.622,0.639,-2.6,51.8,Moderado,53.0,Moderado,2070,5961600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,planejamento,900,115,111.4,60,0.5,103500,100260.0,51750.0,1.55,1.45,0.96,0.03,0.01,27.2,59.0,106.9,2.11,27.61,7,23.7,0.582,0.608,-4.3,48.1,Moderado,50.5,Moderado,1620,6015600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,planejamento de janela,900,115,111.3,60,0.5,103500,100170.0,51750.0,1.65,1.55,0.96,0.03,0.01,31.0,59.0,136.1,1.45,28.68,6,31.0,0.65,0.699,-7.1,48.4,Moderado,50.7,Moderado,1665,6010200.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,pre-safrinha,900,115,111.9,60,0.5,103500,100710.0,51750.0,1.5,1.45,0.93,0.05,0.02,34.1,69.9,142.2,0.86,26.93,8,35.4,0.652,0.66,-1.2,46.3,Moderado,49.3,Moderado,1395,6042600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Formosa,GO,Leste Goiano,-15.537,-47.334,Milho safrinha,plantio safrinha,900,115,107.8,60,0.5,103500,97020.0,51750.0,1.3,1.25,0.88,0.09,0.03,27.0,61.1,108.9,2.25,30.17,8,24.6,0.619,0.663,-6.6,61.1,Alto,59.2,Moderado,3240,5821200.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
